trial_idx,trial_name,neighbor_rank,neighbor_idx,neighbor_name,similarity_score
46,"Comparison between high-flow
nasal cannula (HFNC) therapy
and noninvasive ventilation (NIV) in children
with acute respiratory failure by bronchiolitis:
a randomized controlled trial",5,40,"A Randomized, Double-Blind Comparison
of Licorice Versus Sugar-Water Gargle for
Prevention of Postoperative Sore Throat and
Postextubation Coughing",0.5711600983336572
47," Closing the Achievement Gap through Modification of
Neurocognitive and Neuroendocrine Function: Results
from a Cluster Randomized Controlled Trial of an
Innovative Approach to the Education of Children in
Kindergarten",1,6,"Comparing Two Methods of Delivering ThinkRx Cognitive Training
to Children Ages 8–14: a Randomized Controlled Trial of Equivalency",0.6785040594780292
47," Closing the Achievement Gap through Modification of
Neurocognitive and Neuroendocrine Function: Results
from a Cluster Randomized Controlled Trial of an
Innovative Approach to the Education of Children in
Kindergarten",2,11,"Two-year impact of community-based health
screening and parenting groups on child
development in Zambia: Follow-up to a
cluster-randomized controlled trial",0.6367674042448408
47," Closing the Achievement Gap through Modification of
Neurocognitive and Neuroendocrine Function: Results
from a Cluster Randomized Controlled Trial of an
Innovative Approach to the Education of Children in
Kindergarten",3,14,The effect of Snoezelen intervention on problem behaviors in children with cerebral palsy: A randomized controlled trial,0.6320611059010762
47," Closing the Achievement Gap through Modification of
Neurocognitive and Neuroendocrine Function: Results
from a Cluster Randomized Controlled Trial of an
Innovative Approach to the Education of Children in
Kindergarten",4,35,"Targeting brain health in subjective cognitive decline: insights
from a multidomain randomized controlled trial",0.6057098313821453
47," Closing the Achievement Gap through Modification of
Neurocognitive and Neuroendocrine Function: Results
from a Cluster Randomized Controlled Trial of an
Innovative Approach to the Education of Children in
Kindergarten",5,28,Evaluation of a community health worker home visit intervention to improve child development in South Africa: A cluster-randomized controlled trial,0.597947392760168
48,"Impact of a pre-feeding oral stimulation
program on first feed attempt in preterm
infants: Double-blind controlled clinical trial",1,42,"Treatment of Periodontal Disease
and the Risk of Preterm Birth",0.6430637418570867
48,"Impact of a pre-feeding oral stimulation
program on first feed attempt in preterm
infants: Double-blind controlled clinical trial",2,34,"Exercise Training and Weight Gain in Obese
Pregnant Women: A Randomized Controlled
Trial (ETIP Trial)",0.6213709316094352
48,"Impact of a pre-feeding oral stimulation
program on first feed attempt in preterm
infants: Double-blind controlled clinical trial",3,6,"Comparing Two Methods of Delivering ThinkRx Cognitive Training
to Children Ages 8–14: a Randomized Controlled Trial of Equivalency",0.6051816078732737
48,"Impact of a pre-feeding oral stimulation
program on first feed attempt in preterm
infants: Double-blind controlled clinical trial",4,33,A randomized synbiotic trial to prevent sepsis among infants in rural India,0.6006095917481054
48,"Impact of a pre-feeding oral stimulation
program on first feed attempt in preterm
infants: Double-blind controlled clinical trial",5,11,"Two-year impact of community-based health
screening and parenting groups on child
development in Zambia: Follow-up to a
cluster-randomized controlled trial",0.5983421073949128
49,"Comparison of a newly established
emotional stimulus approach to a
classical assessment-driven approach in
BLS training: a randomised
controlled trial",1,45,"Evaluating the effectiveness of a structured,
simulator-assisted, peer-led training on cardiovascular
physical examination in third-year medical students: a
prospective, randomized, controlled trial",0.673606623135069
49,"Comparison of a newly established
emotional stimulus approach to a
classical assessment-driven approach in
BLS training: a randomised
controlled trial",2,6,"Comparing Two Methods of Delivering ThinkRx Cognitive Training
to Children Ages 8–14: a Randomized Controlled Trial of Equivalency",0.6027007530640834
49,"Comparison of a newly established
emotional stimulus approach to a
classical assessment-driven approach in
BLS training: a randomised
controlled trial",3,14,The effect of Snoezelen intervention on problem behaviors in children with cerebral palsy: A randomized controlled trial,0.5776702389446434
49,"Comparison of a newly established
emotional stimulus approach to a
classical assessment-driven approach in
BLS training: a randomised
controlled trial",4,41,"Combined Versus Sequential Injection of Mepivacaine
and Ropivacaine for Supraclavicular Nerve Blocks",0.5776365787933266
49,"Comparison of a newly established
emotional stimulus approach to a
classical assessment-driven approach in
BLS training: a randomised
controlled trial",5,32,"Reducing therapeutic misconception: A
randomized intervention trial in hypothetical
clinical trials",0.5726950887819255
